trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
284,False,"{'a': 0.75, 'e': 0.7159999999999997}",35,3,-81.70273421167477,"{0: 23, 1: 2, 2: 5, 3: 1, 4: 1}",1
285,False,"{'a': 0.75, 'e': 0.7149999999999997}",25,5,-77.40367601205176,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",1
286,False,"{'a': 0.75, 'e': 0.7139999999999997}",35,0,-88.00559874189366,"{0: 24, 1: 6, 2: 3, 3: 1, 4: 1}",0
287,False,"{'a': 0.75, 'e': 0.7129999999999997}",25,0,-88.00134262991132,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
288,False,"{'a': 0.75, 'e': 0.7119999999999997}",20,8,17.941742120360136,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.75, 'e': 0.7109999999999997}",20,0,-72.23799145941217,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
290,False,"{'a': 0.75, 'e': 0.7099999999999997}",25,0,-77.19174071779341,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
291,False,"{'a': 0.75, 'e': 0.7089999999999997}",30,11,-86.29100703092108,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 1}",1
292,False,"{'a': 0.75, 'e': 0.7079999999999997}",20,0,-75.59257916334886,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
293,False,"{'a': 0.75, 'e': 0.7069999999999997}",20,0,-100.65423570839036,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
294,False,"{'a': 0.75, 'e': 0.7059999999999997}",25,0,-138.9504450808856,"{0: 16, 1: 3, 2: 2, 3: 2, 4: 2}",0
295,False,"{'a': 0.75, 'e': 0.7049999999999997}",25,0,-30.956962712998475,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
296,False,"{'a': 0.75, 'e': 0.7039999999999997}",20,0,-128.21513814637575,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
297,False,"{'a': 0.75, 'e': 0.7029999999999997}",25,13,-50.476906296283765,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
298,False,"{'a': 0.75, 'e': 0.7019999999999997}",25,1,-65.89959038176761,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 1}",1
299,False,"{'a': 0.75, 'e': 0.7009999999999997}",20,0,-39.68796152142723,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
300,False,"{'a': 0.75, 'e': 0.6999999999999997}",25,8,-28.988609337593786,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
301,False,"{'a': 0.75, 'e': 0.6989999999999997}",20,7,-50.39095912455634,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
302,False,"{'a': 0.75, 'e': 0.6979999999999997}",25,0,-126.74057565694464,"{0: 14, 1: 2, 2: 6, 3: 2, 4: 1}",0
303,False,"{'a': 0.75, 'e': 0.6969999999999997}",30,4,-47.65165726509728,"{0: 18, 1: 1, 2: 7, 3: 0, 4: 0}",1
304,False,"{'a': 0.75, 'e': 0.6959999999999997}",25,0,-124.62942615583336,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
305,False,"{'a': 0.75, 'e': 0.6949999999999997}",20,9,6.215408538107157,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.75, 'e': 0.6939999999999997}",30,22,-9.576513413058578,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
307,False,"{'a': 0.75, 'e': 0.6929999999999997}",35,0,-158.4344272945824,"{0: 26, 1: 1, 2: 3, 3: 2, 4: 3}",0
308,False,"{'a': 0.75, 'e': 0.6919999999999997}",20,0,-70.3746871500618,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
309,False,"{'a': 0.75, 'e': 0.6909999999999997}",25,0,-36.332526625773326,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
310,False,"{'a': 0.75, 'e': 0.6899999999999997}",20,0,-129.5485895262597,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
311,False,"{'a': 0.75, 'e': 0.6889999999999997}",20,1,-45.3512692128719,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 1}",1
312,False,"{'a': 0.75, 'e': 0.6879999999999997}",30,17,-113.79320438156195,"{0: 6, 1: 1, 2: 2, 3: 3, 4: 1}",1
313,False,"{'a': 0.75, 'e': 0.6869999999999997}",20,0,-79.99735997332662,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
314,False,"{'a': 0.75, 'e': 0.6859999999999997}",20,0,-9.607799302490749,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
315,False,"{'a': 0.75, 'e': 0.6849999999999997}",35,24,-48.44124464093546,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 1}",1
316,False,"{'a': 0.75, 'e': 0.6839999999999997}",25,12,-62.24396211173532,"{0: 8, 1: 2, 2: 1, 3: 1, 4: 1}",1
317,False,"{'a': 0.75, 'e': 0.6829999999999997}",25,0,-55.155933024658786,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
318,False,"{'a': 0.75, 'e': 0.6819999999999997}",25,0,-70.37351743519704,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
319,False,"{'a': 0.75, 'e': 0.6809999999999997}",20,5,-22.71192349335683,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
320,False,"{'a': 0.75, 'e': 0.6799999999999997}",20,0,-128.47189731331196,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
321,False,"{'a': 0.75, 'e': 0.6789999999999997}",25,2,-45.31343027091597,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 1}",1
322,False,"{'a': 0.75, 'e': 0.6779999999999997}",20,0,-72.61502617383942,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
323,False,"{'a': 0.75, 'e': 0.6769999999999997}",20,0,-85.61083659658182,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
324,False,"{'a': 0.75, 'e': 0.6759999999999997}",20,0,-162.6380634813154,"{0: 8, 1: 1, 2: 9, 3: 0, 4: 2}",0
325,False,"{'a': 0.75, 'e': 0.6749999999999997}",30,16,-74.1555110367234,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 1}",1
326,False,"{'a': 0.75, 'e': 0.6739999999999997}",25,0,-68.4723158051457,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
327,False,"{'a': 0.75, 'e': 0.6729999999999997}",25,0,-8.925429700979448,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
328,False,"{'a': 0.75, 'e': 0.6719999999999997}",20,3,-62.21480480578247,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
329,False,"{'a': 0.75, 'e': 0.6709999999999997}",20,0,-92.99101582965767,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
330,False,"{'a': 0.75, 'e': 0.6699999999999997}",20,9,3.612784401953832,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.75, 'e': 0.6689999999999997}",25,7,-44.182747500480666,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 0}",1
332,False,"{'a': 0.75, 'e': 0.6679999999999997}",25,13,-44.86398600493791,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
333,False,"{'a': 0.75, 'e': 0.6669999999999997}",25,0,-43.50143139069419,"{0: 20, 1: 0, 2: 3, 3: 2, 4: 0}",0
334,False,"{'a': 0.75, 'e': 0.6659999999999997}",30,21,9.995613645141509,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.75, 'e': 0.6649999999999997}",20,0,-109.4297029998276,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
336,False,"{'a': 0.75, 'e': 0.6639999999999997}",25,0,-95.02811724202807,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
337,False,"{'a': 0.75, 'e': 0.6629999999999997}",25,0,-118.4467421593989,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
338,False,"{'a': 0.75, 'e': 0.6619999999999997}",25,8,-66.9547545172288,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
339,False,"{'a': 0.75, 'e': 0.6609999999999997}",30,0,-44.11086180846296,"{0: 23, 1: 1, 2: 5, 3: 1, 4: 0}",0
340,False,"{'a': 0.75, 'e': 0.6599999999999997}",20,0,-137.1366660923792,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
341,False,"{'a': 0.75, 'e': 0.6589999999999997}",20,0,-25.78299354855826,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
342,False,"{'a': 0.75, 'e': 0.6579999999999997}",25,16,-34.88919269481568,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
343,False,"{'a': 0.75, 'e': 0.6569999999999997}",20,5,-50.44498264844053,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
344,False,"{'a': 0.75, 'e': 0.6559999999999997}",35,15,-66.08796001335077,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",1
345,False,"{'a': 0.75, 'e': 0.6549999999999997}",20,0,-77.93778775143075,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
346,False,"{'a': 0.75, 'e': 0.6539999999999997}",20,2,-5.300765528444562,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
347,False,"{'a': 0.75, 'e': 0.6529999999999997}",20,0,-17.008740219043318,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
348,False,"{'a': 0.75, 'e': 0.6519999999999997}",30,0,-124.23087807584722,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
349,False,"{'a': 0.75, 'e': 0.6509999999999997}",20,0,-28.652057298465227,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
350,False,"{'a': 0.75, 'e': 0.6499999999999997}",25,0,-22.23605298545235,"{0: 18, 1: 5, 2: 2, 3: 0, 4: 0}",0
351,False,"{'a': 0.75, 'e': 0.6489999999999997}",25,0,-99.07965919262521,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
352,False,"{'a': 0.75, 'e': 0.6479999999999997}",20,0,-15.375544805266001,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
353,False,"{'a': 0.75, 'e': 0.6469999999999997}",25,0,-16.492179974014647,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
354,False,"{'a': 0.75, 'e': 0.6459999999999997}",20,0,-51.958689658267716,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
355,False,"{'a': 0.75, 'e': 0.6449999999999997}",20,0,-71.966714416512,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
356,False,"{'a': 0.75, 'e': 0.6439999999999997}",20,0,-121.63042498111886,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
357,False,"{'a': 0.75, 'e': 0.6429999999999997}",25,17,13.10094138746569,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.75, 'e': 0.6419999999999997}",20,0,-20.999824543682454,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
359,False,"{'a': 0.75, 'e': 0.6409999999999997}",25,7,-67.28031112004842,"{0: 14, 1: 0, 2: 1, 3: 2, 4: 1}",1
360,False,"{'a': 0.75, 'e': 0.6399999999999997}",25,13,-7.565940779894636,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
361,False,"{'a': 0.75, 'e': 0.6389999999999997}",25,5,-25.100633186877438,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",1
362,False,"{'a': 0.75, 'e': 0.6379999999999997}",25,0,-8.140757143790609,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
363,False,"{'a': 0.75, 'e': 0.6369999999999997}",20,13,12.184792119357702,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.75, 'e': 0.6359999999999997}",20,0,-70.97254004846855,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
365,False,"{'a': 0.75, 'e': 0.6349999999999997}",25,0,-73.88848667416435,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",1
366,False,"{'a': 0.75, 'e': 0.6339999999999997}",30,7,-60.15458567019942,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 1}",1
367,False,"{'a': 0.75, 'e': 0.6329999999999997}",20,4,-4.392774171442994,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
368,False,"{'a': 0.75, 'e': 0.6319999999999997}",25,0,-12.11637162303714,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
369,False,"{'a': 0.75, 'e': 0.6309999999999997}",20,6,-43.68643074246491,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
370,False,"{'a': 0.75, 'e': 0.6299999999999997}",25,3,24.739041499992464,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
371,False,"{'a': 0.75, 'e': 0.6289999999999997}",25,0,-67.04642391761774,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
372,False,"{'a': 0.75, 'e': 0.6279999999999997}",20,0,-29.523543121103195,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
373,False,"{'a': 0.75, 'e': 0.6269999999999997}",20,2,-80.52593644122818,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 1}",1
374,False,"{'a': 0.75, 'e': 0.6259999999999997}",30,1,-99.02424556497468,"{0: 21, 1: 1, 2: 4, 3: 2, 4: 1}",1
375,False,"{'a': 0.75, 'e': 0.6249999999999997}",30,6,-49.40019191855532,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 1}",1
376,False,"{'a': 0.75, 'e': 0.6239999999999997}",25,0,-62.289338589585995,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
377,False,"{'a': 0.75, 'e': 0.6229999999999997}",25,0,0.9225502010909756,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 0}",0
378,False,"{'a': 0.75, 'e': 0.6219999999999997}",20,0,-27.023812300202955,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
379,False,"{'a': 0.75, 'e': 0.6209999999999997}",30,6,-106.20350876875041,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 2}",1
380,False,"{'a': 0.75, 'e': 0.6199999999999997}",25,0,-123.23329619070066,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
381,False,"{'a': 0.75, 'e': 0.6189999999999997}",25,7,-43.41510316335702,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 1}",1
382,False,"{'a': 0.75, 'e': 0.6179999999999997}",20,13,-6.427859610005513,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
383,False,"{'a': 0.75, 'e': 0.6169999999999997}",20,0,-31.556186938398824,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
384,False,"{'a': 0.75, 'e': 0.6159999999999997}",30,4,-32.78691539078489,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 1}",1
385,False,"{'a': 0.75, 'e': 0.6149999999999997}",25,6,-40.77023270401066,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
386,False,"{'a': 0.75, 'e': 0.6139999999999997}",25,0,14.556700923032137,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
387,False,"{'a': 0.75, 'e': 0.6129999999999997}",20,0,-14.471125399813497,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
388,False,"{'a': 0.75, 'e': 0.6119999999999997}",25,15,-15.24196674477291,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
389,False,"{'a': 0.75, 'e': 0.6109999999999997}",20,10,-54.08078452390133,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 1}",1
390,False,"{'a': 0.75, 'e': 0.6099999999999997}",25,10,-26.474576493580287,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
391,False,"{'a': 0.75, 'e': 0.6089999999999997}",20,6,-144.30286889199928,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 4}",1
392,False,"{'a': 0.75, 'e': 0.6079999999999997}",35,19,-47.01700176087966,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
393,False,"{'a': 0.75, 'e': 0.6069999999999997}",30,11,-25.18038721385924,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 0}",1
394,False,"{'a': 0.75, 'e': 0.6059999999999997}",25,11,-84.29488648805525,"{0: 9, 1: 0, 2: 2, 3: 2, 4: 1}",1
395,False,"{'a': 0.75, 'e': 0.6049999999999996}",20,0,-73.5247598709216,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
396,False,"{'a': 0.75, 'e': 0.6039999999999996}",25,2,-17.58059584506744,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 0}",1
397,False,"{'a': 0.75, 'e': 0.6029999999999996}",25,0,-113.31561422053075,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
398,False,"{'a': 0.75, 'e': 0.6019999999999996}",25,0,-67.90610958710091,"{0: 18, 1: 0, 2: 5, 3: 2, 4: 0}",0
399,False,"{'a': 0.75, 'e': 0.6009999999999996}",20,0,-35.44905162552962,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
400,False,"{'a': 0.75, 'e': 0.5999999999999996}",25,11,-13.667111657273363,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
401,False,"{'a': 0.75, 'e': 0.5989999999999996}",25,0,-58.43420616945557,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
402,False,"{'a': 0.75, 'e': 0.5979999999999996}",30,12,-69.28219756694294,"{0: 9, 1: 3, 2: 5, 3: 1, 4: 0}",1
403,False,"{'a': 0.75, 'e': 0.5969999999999996}",25,7,-21.288372271582535,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 0}",1
404,False,"{'a': 0.75, 'e': 0.5959999999999996}",20,0,-66.86700610373421,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
405,False,"{'a': 0.75, 'e': 0.5949999999999996}",20,15,4.005286791584225,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.75, 'e': 0.5939999999999996}",20,0,-57.119405782695736,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
407,False,"{'a': 0.75, 'e': 0.5929999999999996}",30,12,-35.233876319136414,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
408,False,"{'a': 0.75, 'e': 0.5919999999999996}",20,0,-39.589500011860316,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
409,False,"{'a': 0.75, 'e': 0.5909999999999996}",25,2,-6.801390064070603,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 0}",1
410,False,"{'a': 0.75, 'e': 0.5899999999999996}",20,0,-36.034274738305285,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
411,False,"{'a': 0.75, 'e': 0.5889999999999996}",35,23,-88.87535156697336,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 2}",1
412,False,"{'a': 0.75, 'e': 0.5879999999999996}",30,8,-17.748713189092467,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 0}",1
413,False,"{'a': 0.75, 'e': 0.5869999999999996}",20,0,-17.917968184542065,"{0: 16, 1: 3, 2: 0, 3: 1, 4: 0}",0
414,False,"{'a': 0.75, 'e': 0.5859999999999996}",20,0,-33.33619685888001,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
415,False,"{'a': 0.75, 'e': 0.5849999999999996}",20,12,14.12397300441825,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.75, 'e': 0.5839999999999996}",30,0,-4.699806461956022,"{0: 25, 1: 3, 2: 2, 3: 0, 4: 0}",0
417,False,"{'a': 0.75, 'e': 0.5829999999999996}",25,0,-38.25213558922644,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
418,False,"{'a': 0.75, 'e': 0.5819999999999996}",20,0,-21.15408361182132,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
419,False,"{'a': 0.75, 'e': 0.5809999999999996}",25,14,-47.087907908663716,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 1}",1
420,False,"{'a': 0.75, 'e': 0.5799999999999996}",25,0,-70.69313446558446,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
421,False,"{'a': 0.75, 'e': 0.5789999999999996}",35,0,-51.234161006028216,"{0: 28, 1: 1, 2: 4, 3: 2, 4: 0}",0
422,False,"{'a': 0.75, 'e': 0.5779999999999996}",25,16,-27.584528161982618,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
423,False,"{'a': 0.75, 'e': 0.5769999999999996}",25,0,-74.52651869922047,"{0: 20, 1: 0, 2: 2, 3: 2, 4: 1}",0
424,False,"{'a': 0.75, 'e': 0.5759999999999996}",30,0,-110.44693053768157,"{0: 20, 1: 2, 2: 5, 3: 2, 4: 1}",0
425,False,"{'a': 0.75, 'e': 0.5749999999999996}",25,0,-48.84144676558792,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
426,False,"{'a': 0.75, 'e': 0.5739999999999996}",20,0,-6.914604143627241,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
427,False,"{'a': 0.75, 'e': 0.5729999999999996}",20,0,-80.43935801009212,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
428,False,"{'a': 0.75, 'e': 0.5719999999999996}",25,0,-147.69928047133303,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 3}",0
429,False,"{'a': 0.75, 'e': 0.5709999999999996}",20,0,-61.34931291258364,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
430,False,"{'a': 0.75, 'e': 0.5699999999999996}",25,0,-66.96424199223112,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
431,False,"{'a': 0.75, 'e': 0.5689999999999996}",30,0,-59.165159907400025,"{0: 21, 1: 2, 2: 6, 3: 1, 4: 0}",0
432,False,"{'a': 0.75, 'e': 0.5679999999999996}",30,10,-24.545329262689012,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
433,False,"{'a': 0.75, 'e': 0.5669999999999996}",25,6,-43.29954100715844,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
434,False,"{'a': 0.75, 'e': 0.5659999999999996}",20,0,-75.79203474491166,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
435,False,"{'a': 0.75, 'e': 0.5649999999999996}",20,0,-60.56608613667165,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
436,False,"{'a': 0.75, 'e': 0.5639999999999996}",20,0,-12.813169129108243,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
437,False,"{'a': 0.75, 'e': 0.5629999999999996}",30,11,-25.416840745906036,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
438,False,"{'a': 0.75, 'e': 0.5619999999999996}",20,0,-58.622793710721936,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
439,False,"{'a': 0.75, 'e': 0.5609999999999996}",20,6,-37.27179357066931,"{0: 8, 1: 2, 2: 4, 3: 0, 4: 0}",1
440,False,"{'a': 0.75, 'e': 0.5599999999999996}",20,0,-50.14413524552694,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
441,False,"{'a': 0.75, 'e': 0.5589999999999996}",30,21,3.933255280439055,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
442,False,"{'a': 0.75, 'e': 0.5579999999999996}",25,0,-30.02456351255115,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
443,False,"{'a': 0.75, 'e': 0.5569999999999996}",35,6,-3.3031274304947242,"{0: 24, 1: 3, 2: 2, 3: 0, 4: 0}",1
444,False,"{'a': 0.75, 'e': 0.5559999999999996}",20,8,-11.612085540202656,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
445,False,"{'a': 0.75, 'e': 0.5549999999999996}",25,2,-8.246862494966773,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 0}",1
446,False,"{'a': 0.75, 'e': 0.5539999999999996}",25,12,-14.240544192866967,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
447,False,"{'a': 0.75, 'e': 0.5529999999999996}",25,20,7.868199098169454,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.75, 'e': 0.5519999999999996}",25,0,-48.529612427771475,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
449,False,"{'a': 0.75, 'e': 0.5509999999999996}",20,0,-53.307366609569435,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
450,False,"{'a': 0.75, 'e': 0.5499999999999996}",25,15,-18.70183286104328,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
451,False,"{'a': 0.75, 'e': 0.5489999999999996}",20,11,-28.20454206255034,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
452,False,"{'a': 0.75, 'e': 0.5479999999999996}",20,0,-31.523354965613237,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
453,False,"{'a': 0.75, 'e': 0.5469999999999996}",30,0,-90.5393938043947,"{0: 21, 1: 5, 2: 1, 3: 2, 4: 1}",0
454,False,"{'a': 0.75, 'e': 0.5459999999999996}",25,15,10.544554874962698,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
455,False,"{'a': 0.75, 'e': 0.5449999999999996}",35,18,16.01703434751994,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
456,False,"{'a': 0.75, 'e': 0.5439999999999996}",25,11,-54.96005904407227,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 1}",1
457,False,"{'a': 0.75, 'e': 0.5429999999999996}",20,0,-28.729984278906034,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
458,False,"{'a': 0.75, 'e': 0.5419999999999996}",20,0,24.67207810857433,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
459,False,"{'a': 0.75, 'e': 0.5409999999999996}",25,6,-32.10971222829138,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 0}",1
460,False,"{'a': 0.75, 'e': 0.5399999999999996}",30,0,-61.15376110801347,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
461,False,"{'a': 0.75, 'e': 0.5389999999999996}",30,14,7.972028617102888,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
462,False,"{'a': 0.75, 'e': 0.5379999999999996}",25,0,-73.08331411243509,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
463,False,"{'a': 0.75, 'e': 0.5369999999999996}",20,0,-125.51743614498506,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
464,False,"{'a': 0.75, 'e': 0.5359999999999996}",20,0,-14.65332539183677,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
465,False,"{'a': 0.75, 'e': 0.5349999999999996}",20,0,-0.8014255729342888,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
466,False,"{'a': 0.75, 'e': 0.5339999999999996}",25,0,-141.84121111353022,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 3}",0
