trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
651,False,"{'a': 0.75, 'e': 0.3489999999999994}",25,16,-4.825466579931029,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
652,False,"{'a': 0.75, 'e': 0.3479999999999994}",20,8,18.35631577231581,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.75, 'e': 0.3469999999999994}",20,6,5.331817532814553,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
654,False,"{'a': 0.75, 'e': 0.3459999999999994}",25,15,-53.67708476918638,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 1}",1
655,False,"{'a': 0.75, 'e': 0.3449999999999994}",25,8,-42.722065021561654,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
656,False,"{'a': 0.75, 'e': 0.3439999999999994}",20,7,-45.28447409986092,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
657,False,"{'a': 0.75, 'e': 0.3429999999999994}",20,2,-14.808726016626801,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
658,False,"{'a': 0.75, 'e': 0.3419999999999994}",25,17,16.785907757399336,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.75, 'e': 0.3409999999999994}",25,6,-0.8530166379990183,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
660,False,"{'a': 0.75, 'e': 0.3399999999999994}",35,21,-37.35739737657547,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
661,False,"{'a': 0.75, 'e': 0.3389999999999994}",20,9,-27.65586025616974,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
662,False,"{'a': 0.75, 'e': 0.3379999999999994}",35,7,4.7357554019611765,"{0: 25, 1: 1, 2: 1, 3: 1, 4: 0}",1
663,False,"{'a': 0.75, 'e': 0.3369999999999994}",25,8,26.517241613233782,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.75, 'e': 0.3359999999999994}",20,6,-33.55492217264025,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
665,False,"{'a': 0.75, 'e': 0.3349999999999994}",25,11,0.23016113330706878,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
666,False,"{'a': 0.75, 'e': 0.3339999999999994}",25,7,-37.50300030432175,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
667,False,"{'a': 0.75, 'e': 0.3329999999999994}",20,0,-36.19487964025677,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
668,False,"{'a': 0.75, 'e': 0.3319999999999994}",30,18,24.657977922198643,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.75, 'e': 0.3309999999999994}",20,12,-27.20968188613924,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
670,False,"{'a': 0.75, 'e': 0.3299999999999994}",25,16,-23.869570379774814,"{0: 6, 1: 1, 2: 1, 3: 1, 4: 0}",1
671,False,"{'a': 0.75, 'e': 0.3289999999999994}",30,10,1.2291058990469068,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
672,False,"{'a': 0.75, 'e': 0.3279999999999994}",20,5,-32.454073265318314,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
673,False,"{'a': 0.75, 'e': 0.3269999999999994}",30,0,24.77303063647214,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
674,False,"{'a': 0.75, 'e': 0.3259999999999994}",20,2,-9.17540601498992,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
675,False,"{'a': 0.75, 'e': 0.3249999999999994}",20,9,0.3839008877367629,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
676,False,"{'a': 0.75, 'e': 0.3239999999999994}",25,5,-5.587562955323316,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
677,False,"{'a': 0.75, 'e': 0.3229999999999994}",35,8,-33.79869743845312,"{0: 23, 1: 2, 2: 0, 3: 1, 4: 1}",1
678,False,"{'a': 0.75, 'e': 0.3219999999999994}",25,11,0.8879774885956961,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
679,False,"{'a': 0.75, 'e': 0.3209999999999994}",20,0,-13.3164351111473,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
680,False,"{'a': 0.75, 'e': 0.3199999999999994}",25,6,-24.48917259313533,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 0}",1
681,False,"{'a': 0.75, 'e': 0.3189999999999994}",20,8,-22.89163450115086,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
682,False,"{'a': 0.75, 'e': 0.3179999999999994}",20,0,28.637025377447596,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.75, 'e': 0.3169999999999994}",35,17,-20.44239604944149,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
684,False,"{'a': 0.75, 'e': 0.3159999999999994}",25,16,14.981042506204961,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.75, 'e': 0.3149999999999994}",20,0,-34.08639355632808,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
686,False,"{'a': 0.75, 'e': 0.3139999999999994}",30,21,7.8392236884236475,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
687,False,"{'a': 0.75, 'e': 0.3129999999999994}",25,11,27.905102099464422,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.75, 'e': 0.3119999999999994}",25,15,-4.3253972699228,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
689,False,"{'a': 0.75, 'e': 0.3109999999999994}",25,13,13.55699985555127,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.75, 'e': 0.3099999999999994}",20,14,1.8574913289051873,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.75, 'e': 0.3089999999999994}",20,10,19.439941129995088,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.75, 'e': 0.3079999999999994}",30,0,-22.973769854687696,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
693,False,"{'a': 0.75, 'e': 0.3069999999999994}",20,0,-20.259107619862423,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
694,False,"{'a': 0.75, 'e': 0.3059999999999994}",30,16,23.40410711600288,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.75, 'e': 0.3049999999999994}",25,15,2.239199940227984,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
696,False,"{'a': 0.75, 'e': 0.3039999999999994}",30,6,-41.60993840725678,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 1}",1
697,False,"{'a': 0.75, 'e': 0.3029999999999994}",25,0,-5.965113003340859,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
698,False,"{'a': 0.75, 'e': 0.3019999999999994}",25,14,21.874394209596566,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.75, 'e': 0.3009999999999994}",20,13,-42.31112033216346,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
700,False,"{'a': 0.75, 'e': 0.2999999999999994}",25,18,13.13730178931803,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.75, 'e': 0.2989999999999994}",20,13,11.952478428702625,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.75, 'e': 0.2979999999999994}",20,2,-32.34982484257962,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
703,False,"{'a': 0.75, 'e': 0.2969999999999994}",20,2,1.8257434616891504,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
704,False,"{'a': 0.75, 'e': 0.2959999999999994}",25,15,-14.324501566802503,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
705,False,"{'a': 0.75, 'e': 0.2949999999999994}",20,3,18.47347049709995,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.75, 'e': 0.2939999999999994}",20,12,17.07843841561889,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.75, 'e': 0.29299999999999937}",20,0,-19.502242603347945,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
708,False,"{'a': 0.75, 'e': 0.29199999999999937}",30,17,16.734720086500182,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.75, 'e': 0.29099999999999937}",20,0,-8.214797330708446,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
710,False,"{'a': 0.75, 'e': 0.28999999999999937}",30,4,-20.979380589064867,"{0: 19, 1: 4, 2: 3, 3: 0, 4: 0}",1
711,False,"{'a': 0.75, 'e': 0.28899999999999937}",20,7,20.73115619248818,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.75, 'e': 0.28799999999999937}",20,7,19.875574248945245,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.75, 'e': 0.28699999999999937}",20,14,13.10128224795449,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.75, 'e': 0.28599999999999937}",20,0,6.8691628129460165,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
715,False,"{'a': 0.75, 'e': 0.28499999999999936}",25,10,-23.80365491051668,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
716,False,"{'a': 0.75, 'e': 0.28399999999999936}",25,16,-35.83891989783517,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
717,False,"{'a': 0.75, 'e': 0.28299999999999936}",25,9,-16.845785050751424,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
718,False,"{'a': 0.75, 'e': 0.28199999999999936}",20,12,15.85987872469832,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.75, 'e': 0.28099999999999936}",30,18,-35.32735886359359,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
720,False,"{'a': 0.75, 'e': 0.27999999999999936}",20,11,-7.3676644170880214,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
721,False,"{'a': 0.75, 'e': 0.27899999999999936}",30,20,19.528885943325598,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.75, 'e': 0.27799999999999936}",25,6,-8.930280647191891,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
723,False,"{'a': 0.75, 'e': 0.27699999999999936}",25,11,-28.754036284301772,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
724,False,"{'a': 0.75, 'e': 0.27599999999999936}",20,9,-44.010213328808206,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
725,False,"{'a': 0.75, 'e': 0.27499999999999936}",20,12,15.07310802816051,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.75, 'e': 0.27399999999999936}",30,16,13.687323038629975,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.75, 'e': 0.27299999999999935}",20,6,18.047738093299646,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.75, 'e': 0.27199999999999935}",20,4,-70.43389407103803,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 1}",1
729,False,"{'a': 0.75, 'e': 0.27099999999999935}",20,13,6.4545232231795735,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.75, 'e': 0.26999999999999935}",25,0,-1.8355912803481491,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",1
731,False,"{'a': 0.75, 'e': 0.26899999999999935}",25,1,-44.27684839035348,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 1}",1
732,False,"{'a': 0.75, 'e': 0.26799999999999935}",20,5,14.780473316069402,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.75, 'e': 0.26699999999999935}",20,7,-41.29798058026145,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
734,False,"{'a': 0.75, 'e': 0.26599999999999935}",20,12,6.638059150436975,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.75, 'e': 0.26499999999999935}",20,0,-3.5606883267926417,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
736,False,"{'a': 0.75, 'e': 0.26399999999999935}",30,16,-12.86690018796758,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
737,False,"{'a': 0.75, 'e': 0.26299999999999935}",20,15,2.9293478362758503,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.75, 'e': 0.26199999999999934}",25,17,14.304506111191916,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.75, 'e': 0.26099999999999934}",25,13,-51.12818512619141,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 1}",1
740,False,"{'a': 0.75, 'e': 0.25999999999999934}",20,0,3.1479168066994943,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
741,False,"{'a': 0.75, 'e': 0.25899999999999934}",20,0,-19.67811509089873,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
742,False,"{'a': 0.75, 'e': 0.25799999999999934}",30,4,41.159502163456125,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.75, 'e': 0.25699999999999934}",25,0,-85.84137144794774,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
744,False,"{'a': 0.75, 'e': 0.25599999999999934}",20,7,12.929774416061356,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
745,False,"{'a': 0.75, 'e': 0.25499999999999934}",25,13,-21.93884431615199,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
746,False,"{'a': 0.75, 'e': 0.25399999999999934}",20,0,9.913780715493894,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
747,False,"{'a': 0.75, 'e': 0.25299999999999934}",20,0,-0.4511074975888707,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
748,False,"{'a': 0.75, 'e': 0.25199999999999934}",25,9,16.12474846037858,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
749,False,"{'a': 0.75, 'e': 0.25099999999999933}",20,11,8.277200614298835,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
750,False,"{'a': 0.75, 'e': 0.24999999999999933}",30,0,14.94740530541618,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
751,False,"{'a': 0.75, 'e': 0.24899999999999933}",30,24,9.392594968108202,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.75, 'e': 0.24799999999999933}",30,18,24.596989936558092,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.75, 'e': 0.24699999999999933}",20,11,18.96005425728436,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.75, 'e': 0.24599999999999933}",25,8,-24.865447365437433,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
755,False,"{'a': 0.75, 'e': 0.24499999999999933}",25,19,8.832674983105637,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.75, 'e': 0.24399999999999933}",20,13,17.717288120252086,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.75, 'e': 0.24299999999999933}",20,16,6.8700451870751955,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.75, 'e': 0.24199999999999933}",30,10,-39.896708463472095,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
759,False,"{'a': 0.75, 'e': 0.24099999999999933}",30,11,30.49601291332786,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.75, 'e': 0.23999999999999932}",25,7,16.30960754102494,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.75, 'e': 0.23899999999999932}",30,0,39.23349376989054,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
762,False,"{'a': 0.75, 'e': 0.23799999999999932}",30,18,22.903329315996654,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.75, 'e': 0.23699999999999932}",20,5,-3.5993226427819716,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
764,False,"{'a': 0.75, 'e': 0.23599999999999932}",20,10,4.391753328485448,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.75, 'e': 0.23499999999999932}",20,11,17.996797271495556,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.75, 'e': 0.23399999999999932}",30,21,-7.748578550203247,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
767,False,"{'a': 0.75, 'e': 0.23299999999999932}",25,0,-84.65127416924793,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 3}",0
768,False,"{'a': 0.75, 'e': 0.23199999999999932}",20,0,-5.476856944511226,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
769,False,"{'a': 0.75, 'e': 0.23099999999999932}",25,15,-24.51847559997406,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
770,False,"{'a': 0.75, 'e': 0.22999999999999932}",25,0,-41.7766474093856,"{0: 20, 1: 1, 2: 2, 3: 2, 4: 0}",0
771,False,"{'a': 0.75, 'e': 0.22899999999999932}",35,23,21.368146489825808,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.75, 'e': 0.22799999999999931}",20,0,-9.96826228515621,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
773,False,"{'a': 0.75, 'e': 0.2269999999999993}",25,9,-5.074596344711188,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
774,False,"{'a': 0.75, 'e': 0.2259999999999993}",25,5,-10.50997229446017,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
775,False,"{'a': 0.75, 'e': 0.2249999999999993}",20,3,3.7387343062130034,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
776,False,"{'a': 0.75, 'e': 0.2239999999999993}",25,2,38.25428528521431,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.75, 'e': 0.2229999999999993}",35,11,13.828910949625254,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 0}",1
778,False,"{'a': 0.75, 'e': 0.2219999999999993}",20,6,27.288660129780805,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.75, 'e': 0.2209999999999993}",20,12,3.179264761064369,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
780,False,"{'a': 0.75, 'e': 0.2199999999999993}",25,0,-62.82181575758751,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
781,False,"{'a': 0.75, 'e': 0.2189999999999993}",20,2,30.265238197653744,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.75, 'e': 0.2179999999999993}",25,13,23.05463316247248,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.75, 'e': 0.2169999999999993}",20,0,5.856273202377322,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
784,False,"{'a': 0.75, 'e': 0.2159999999999993}",20,0,21.889969311552566,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.75, 'e': 0.2149999999999993}",25,10,18.28791552101342,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
786,False,"{'a': 0.75, 'e': 0.2139999999999993}",20,11,7.511773510864249,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.75, 'e': 0.2129999999999993}",30,19,23.185643134981074,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.75, 'e': 0.2119999999999993}",20,7,18.666398007361853,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.75, 'e': 0.2109999999999993}",20,1,29.0198940756553,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.75, 'e': 0.2099999999999993}",20,10,10.56029963548724,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
791,False,"{'a': 0.75, 'e': 0.2089999999999993}",25,9,-35.24524056797373,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 1}",1
792,False,"{'a': 0.75, 'e': 0.2079999999999993}",20,6,-46.93270564735364,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
793,False,"{'a': 0.75, 'e': 0.2069999999999993}",25,17,15.298528030190724,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.75, 'e': 0.2059999999999993}",20,0,15.238136960993419,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
795,False,"{'a': 0.75, 'e': 0.2049999999999993}",20,16,9.627811819444448,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.75, 'e': 0.2039999999999993}",20,0,18.464293578524284,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
797,False,"{'a': 0.75, 'e': 0.2029999999999993}",30,13,-10.75029741868963,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
798,False,"{'a': 0.75, 'e': 0.2019999999999993}",25,9,7.65314112011804,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
799,False,"{'a': 0.75, 'e': 0.2009999999999993}",25,9,29.180050369983615,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.75, 'e': 0.1999999999999993}",20,2,8.724718418513536,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
801,False,"{'a': 0.75, 'e': 0.1989999999999993}",20,14,10.233562365030231,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.75, 'e': 0.1979999999999993}",20,12,16.862825226827127,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'a': 0.75, 'e': 0.1969999999999993}",30,15,25.142092051387536,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'a': 0.75, 'e': 0.19599999999999929}",25,2,31.72800434016498,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.75, 'e': 0.19499999999999929}",30,16,10.168474017124517,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
806,False,"{'a': 0.75, 'e': 0.19399999999999928}",20,14,1.371051389732715,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
807,False,"{'a': 0.75, 'e': 0.19299999999999928}",20,6,19.066659780854973,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.75, 'e': 0.19199999999999928}",20,4,30.02281137012639,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.75, 'e': 0.19099999999999928}",20,5,14.229955080775808,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
810,False,"{'a': 0.75, 'e': 0.18999999999999928}",25,9,30.370110434374453,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
811,False,"{'a': 0.75, 'e': 0.18899999999999928}",25,15,-33.48889612813865,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
812,False,"{'a': 0.75, 'e': 0.18799999999999928}",35,16,-12.133218618855032,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
813,False,"{'a': 0.75, 'e': 0.18699999999999928}",25,0,-30.456638621616076,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
814,False,"{'a': 0.75, 'e': 0.18599999999999928}",20,9,20.952327258426088,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,False,"{'a': 0.75, 'e': 0.18499999999999928}",25,11,5.360507684024851,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
816,False,"{'a': 0.75, 'e': 0.18399999999999928}",25,11,-25.575340770950636,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
817,False,"{'a': 0.75, 'e': 0.18299999999999927}",20,0,-23.320229994950544,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
818,False,"{'a': 0.75, 'e': 0.18199999999999927}",20,16,5.39382983202798,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.75, 'e': 0.18099999999999927}",20,14,3.8406328948996284,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
820,False,"{'a': 0.75, 'e': 0.17999999999999927}",20,15,-12.733873758053585,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
821,False,"{'a': 0.75, 'e': 0.17899999999999927}",20,2,-46.14579501365198,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
822,False,"{'a': 0.75, 'e': 0.17799999999999927}",20,3,-11.09630673213578,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
823,False,"{'a': 0.75, 'e': 0.17699999999999927}",20,0,7.0727254009340985,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
824,False,"{'a': 0.75, 'e': 0.17599999999999927}",25,15,-5.61611016284388,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
825,False,"{'a': 0.75, 'e': 0.17499999999999927}",20,1,-18.481398250549297,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
826,False,"{'a': 0.75, 'e': 0.17399999999999927}",35,23,23.630529180899718,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
827,False,"{'a': 0.75, 'e': 0.17299999999999927}",25,6,26.32711006281627,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
828,False,"{'a': 0.75, 'e': 0.17199999999999926}",25,17,13.617478346100281,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,False,"{'a': 0.75, 'e': 0.17099999999999926}",20,8,12.879306120214343,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.75, 'e': 0.16999999999999926}",20,9,-35.162213884490576,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
831,False,"{'a': 0.75, 'e': 0.16899999999999926}",20,0,35.714170753413484,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
832,False,"{'a': 0.75, 'e': 0.16799999999999926}",20,5,2.955483334125941,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
833,False,"{'a': 0.75, 'e': 0.16699999999999926}",25,9,7.641094135812132,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
834,False,"{'a': 0.75, 'e': 0.16599999999999926}",25,14,7.242765973938635,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
